1,23-12-2011,47.96,3.112,7.866
1,30-12-2011,44.55,3.129,7.866
1,06-01-2012,49.01,3.157,7.348
1,13-01-2012,48.53,3.261,7.348
1,20-01-2012,54.11,3.268,7.348
1,27-01-2012,54.26,3.29,7.348
1,03-02-2012,56.55,3.36,7.348
1,10-02-2012,48.02,3.409,7.348
1,17-02-2012,45.32,3.51,7.348
1,24-02-2012,57.25,3.555,7.348
1,02-03-2012,60.96,3.63,7.348
1,09-03-2012,58.76,3.669,7.348
1,16-03-2012,64.74,3.734,7.348
1,23-03-2012,65.93,3.787,7.348
1,30-03-2012,67.61,3.845,7.348
1,06-04-2012,70.43,3.891,7.143
1,13-04-2012,69.07,3.891,7.143
1,20-04-2012,66.76,3.877,7.143
1,27-04-2012,67.23,3.814,7.143
1,04-05-2012,75.55,3.749,7.143
1,11-05-2012,73.77,3.688,7.143
1,18-05-2012,70.33,3.63,7.143
1,25-05-2012,77.22,3.561,7.143
1,01-06-2012,77.95,3.501,7.143
1,08-06-2012,78.3,3.452,7.143
1,15-06-2012,79.35,3.393,7.143
1,22-06-2012,78.39,3.346,7.143
1,29-06-2012,84.88,3.286,7.143
1,06-07-2012,81.57,3.227,6.908
1,13-07-2012,77.12,3.256,6.908
1,20-07-2012,80.42,3.311,6.908
1,27-07-2012,82.66,3.407,6.908
1,03-08-2012,86.11,3.417,6.908
1,10-08-2012,85.05,3.494,6.908
1,17-08-2012,84.85,3.571,6.908
1,24-08-2012,77.66,3.62,6.908
1,31-08-2012,80.49,3.638,6.908
1,07-09-2012,83.96,3.73,6.908
1,14-09-2012,74.97,3.717,6.908
1,21-09-2012,69.87,3.721,6.908
1,28-09-2012,76.08,3.666,6.908
1,05-10-2012,68.55,3.617,6.573
1,12-10-2012,62.99,3.601,6.573
1,19-10-2012,67.97,3.594,6.573
1,26-10-2012,69.16,3.506,6.573
2,05-02-2010,40.19,2.572,8.324
2,12-02-2010,38.49,2.548,8.324
2,19-02-2010,39.69,2.514,8.324
2,26-02-2010,46.1,2.561,8.324
2,05-03-2010,47.17,2.625,8.324
2,12-03-2010,57.56,2.667,8.324
2,19-03-2010,54.52,2.72,8.324
2,26-03-2010,51.26,2.732,8.324
2,02-04-2010,63.27,2.719,8.2
2,09-04-2010,65.41,2.77,8.2
2,16-04-2010,68.07,2.808,8.2
2,23-04-2010,65.11,2.795,8.2
2,30-04-2010,66.98,2.78,8.2
2,07-05-2010,71.28,2.835,8.2
2,14-05-2010,73.31,2.854,8.2
2,21-05-2010,74.83,2.826,8.2
2,28-05-2010,81.13,2.759,8.2
2,04-06-2010,81.81,2.705,8.2
2,11-06-2010,83.4,2.668,8.2
2,18-06-2010,85.81,2.637,8.2
2,25-06-2010,86.26,2.653,8.2
2,02-07-2010,82.74,2.669,8.099
2,09-07-2010,82.59,2.642,8.099
2,16-07-2010,85.32,2.623,8.099
2,23-07-2010,87.66,2.608,8.099
2,30-07-2010,83.49,2.64,8.099
2,06-08-2010,89.53,2.627,8.099
2,13-08-2010,89.05,2.692,8.099
2,20-08-2010,88.7,2.664,8.099
2,27-08-2010,87.12,2.619,8.099
2,03-09-2010,81.83,2.577,8.099
2,10-09-2010,79.09,2.565,8.099
2,17-09-2010,82.05,2.582,8.099
2,24-09-2010,81.79,2.624,8.099
2,01-10-2010,69.24,2.603,8.163
2,08-10-2010,63.19,2.633,8.163
2,15-10-2010,65.8,2.72,8.163
2,22-10-2010,68.5,2.725,8.163
2,29-10-2010,66.24,2.716,8.163
2,05-11-2010,57.85,2.689,8.163
2,12-11-2010,59.69,2.728,8.163
2,19-11-2010,50.81,2.771,8.163
2,26-11-2010,62.98,2.735,8.163
2,03-12-2010,49.33,2.708,8.163
2,10-12-2010,45.5,2.843,8.163
2,17-12-2010,47.55,2.869,8.163
2,24-12-2010,49.97,2.886,8.163
2,31-12-2010,47.3,2.943,8.163
2,07-01-2011,44.69,2.976,8.028
2,14-01-2011,33.02,2.983,8.028
2,21-01-2011,41.4,3.016,8.028
2,28-01-2011,42.83,3.01,8.028
2,04-02-2011,38.25,2.989,8.028
2,11-02-2011,33.19,3.022,8.028
2,18-02-2011,57.83,3.045,8.028
2,25-02-2011,60.8,3.065,8.028
2,04-03-2011,57.77,3.288,8.028
2,11-03-2011,52.7,3.459,8.028
2,18-03-2011,62.32,3.488,8.028
2,25-03-2011,69.42,3.473,8.028
2,01-04-2011,55.43,3.524,7.931
2,08-04-2011,67,3.622,7.931
2,15-04-2011,69.48,3.743,7.931
2,22-04-2011,69.39,3.807,7.931
2,29-04-2011,69.21,3.81,7.931
2,06-05-2011,61.48,3.906,7.931
2,13-05-2011,74.61,3.899,7.931
2,20-05-2011,67.14,3.907,7.931
2,27-05-2011,76.42,3.786,7.931
2,03-06-2011,83.07,3.699,7.931
2,10-06-2011,83.4,3.648,7.931
2,17-06-2011,86.53,3.637,7.931
2,24-06-2011,85.17,3.594,7.931
2,01-07-2011,85.69,3.524,7.852
2,08-07-2011,87.7,3.48,7.852
2,15-07-2011,89.83,3.575,7.852
2,22-07-2011,89.34,3.651,7.852
2,29-07-2011,90.07,3.682,7.852
2,05-08-2011,93.34,3.684,7.852
2,12-08-2011,91.58,3.638,7.852
2,19-08-2011,89.86,3.554,7.852
2,26-08-2011,90.45,3.523,7.852
2,02-09-2011,89.64,3.533,7.852
2,09-09-2011,77.97,3.546,7.852
2,16-09-2011,78.85,3.526,7.852
2,23-09-2011,75.58,3.467,7.852
2,30-09-2011,78.14,3.355,7.852
2,07-10-2011,69.92,3.285,7.441
2,14-10-2011,71.67,3.274,7.441
2,21-10-2011,64.53,3.353,7.441
2,28-10-2011,65.87,3.372,7.441
2,04-11-2011,55.53,3.332,7.441
2,11-11-2011,59.33,3.297,7.441
2,18-11-2011,62.01,3.308,7.441
2,25-11-2011,56.36,3.236,7.441
2,02-12-2011,48.74,3.172,7.441
2,09-12-2011,41.76,3.158,7.441
2,16-12-2011,50.13,3.159,7.441
2,23-12-2011,46.66,3.112,7.441
2,30-12-2011,44.57,3.129,7.441
2,06-01-2012,46.75,3.157,7.057
2,13-01-2012,45.99,3.261,7.057
2,20-01-2012,51.7,3.268,7.057
2,27-01-2012,50.5,3.29,7.057
2,03-02-2012,55.21,3.36,7.057
2,10-02-2012,46.98,3.409,7.057
2,17-02-2012,43.82,3.51,7.057
2,24-02-2012,54.63,3.555,7.057
2,02-03-2012,58.79,3.63,7.057
2,09-03-2012,57.11,3.669,7.057
2,16-03-2012,63.68,3.734,7.057
2,23-03-2012,64.01,3.787,7.057
2,30-03-2012,66.83,3.845,7.057
2,06-04-2012,68.43,3.891,6.891
2,13-04-2012,68.08,3.891,6.891
2,20-04-2012,65.69,3.877,6.891
2,27-04-2012,67.2,3.814,6.891
2,04-05-2012,76.73,3.749,6.891
2,11-05-2012,73.87,3.688,6.891
2,18-05-2012,71.27,3.63,6.891
2,25-05-2012,78.19,3.561,6.891
2,01-06-2012,78.38,3.501,6.891
2,08-06-2012,78.69,3.452,6.891
2,15-06-2012,80.56,3.393,6.891
2,22-06-2012,81.04,3.346,6.891
2,29-06-2012,86.32,3.286,6.891
2,06-07-2012,84.2,3.227,6.565
2,13-07-2012,80.17,3.256,6.565
2,20-07-2012,83.23,3.311,6.565
2,27-07-2012,86.37,3.407,6.565
2,03-08-2012,90.22,3.417,6.565
2,10-08-2012,88.55,3.494,6.565
2,17-08-2012,84.79,3.571,6.565
2,24-08-2012,76.91,3.62,6.565
2,31-08-2012,82.64,3.638,6.565
2,07-09-2012,87.65,3.73,6.565
2,14-09-2012,75.88,3.717,6.565
2,21-09-2012,71.09,3.721,6.565
2,28-09-2012,79.45,3.666,6.565
2,05-10-2012,70.27,3.617,6.17
2,12-10-2012,60.97,3.601,6.17
2,19-10-2012,68.08,3.594,6.17
2,26-10-2012,69.79,3.506,6.17
3,05-02-2010,45.71,2.572,7.368
3,12-02-2010,47.93,2.548,7.368
3,19-02-2010,47.07,2.514,7.368
3,26-02-2010,52.05,2.561,7.368
3,05-03-2010,53.04,2.625,7.368
3,12-03-2010,63.08,2.667,7.368
3,19-03-2010,60.42,2.72,7.368
3,26-03-2010,57.06,2.732,7.368
3,02-04-2010,65.56,2.719,7.343
3,09-04-2010,68,2.77,7.343
3,16-04-2010,66.98,2.808,7.343
3,23-04-2010,67.87,2.795,7.343
3,30-04-2010,70.24,2.78,7.343
3,07-05-2010,73.47,2.835,7.343
3,14-05-2010,77.18,2.854,7.343
3,21-05-2010,75.81,2.826,7.343
3,28-05-2010,78.6,2.759,7.343
3,04-06-2010,78.53,2.705,7.343
3,11-06-2010,82.1,2.668,7.343
3,18-06-2010,83.52,2.637,7.343
3,25-06-2010,83.79,2.653,7.343
3,02-07-2010,82.2,2.669,7.346
3,09-07-2010,81.75,2.642,7.346
3,16-07-2010,84.32,2.623,7.346
3,23-07-2010,83.32,2.608,7.346
3,30-07-2010,82.04,2.64,7.346
3,06-08-2010,85.13,2.627,7.346
3,13-08-2010,86.74,2.692,7.346
3,20-08-2010,88.02,2.664,7.346
3,27-08-2010,86.15,2.619,7.346
3,03-09-2010,84.16,2.577,7.346
3,10-09-2010,80.84,2.565,7.346
3,17-09-2010,82.36,2.582,7.346
3,24-09-2010,76.9,2.624,7.346
3,01-10-2010,73.6,2.603,7.564
3,08-10-2010,66.99,2.633,7.564
3,15-10-2010,69.71,2.72,7.564
3,22-10-2010,71.64,2.725,7.564
3,29-10-2010,72.04,2.716,7.564
3,05-11-2010,62.94,2.689,7.564
3,12-11-2010,62.79,2.728,7.564
3,19-11-2010,57.72,2.771,7.564
3,26-11-2010,68.71,2.735,7.564
3,03-12-2010,53.76,2.708,7.564
3,10-12-2010,51.13,2.843,7.564
3,17-12-2010,52.2,2.869,7.564
3,24-12-2010,57.16,2.886,7.564
3,31-12-2010,53.2,2.943,7.564
3,07-01-2011,53.35,2.976,7.551
3,14-01-2011,44.76,2.983,7.551
3,21-01-2011,50.74,3.016,7.551
3,28-01-2011,48.71,3.01,7.551
3,04-02-2011,45.95,2.989,7.551
3,11-02-2011,43.57,3.022,7.551
3,18-02-2011,61.58,3.045,7.551
3,25-02-2011,67.4,3.065,7.551
3,04-03-2011,65.11,3.288,7.551
3,11-03-2011,61.29,3.459,7.551
3,18-03-2011,69.47,3.488,7.551
3,25-03-2011,72.94,3.473,7.551
3,01-04-2011,68.76,3.524,7.574
3,08-04-2011,72.55,3.622,7.574
3,15-04-2011,75.88,3.743,7.574
3,22-04-2011,76.91,3.807,7.574
3,29-04-2011,78.69,3.81,7.574
3,06-05-2011,69.45,3.906,7.574
3,13-05-2011,79.87,3.899,7.574
3,20-05-2011,75.79,3.907,7.574
3,27-05-2011,84.41,3.786,7.574
3,03-06-2011,84.29,3.699,7.574
3,10-06-2011,84.84,3.648,7.574
3,17-06-2011,86.96,3.637,7.574
3,24-06-2011,84.94,3.594,7.574
3,01-07-2011,85.1,3.524,7.567
3,08-07-2011,85.38,3.48,7.567
3,15-07-2011,87.14,3.575,7.567
3,22-07-2011,86.19,3.651,7.567
3,29-07-2011,88.07,3.682,7.567
3,05-08-2011,88.45,3.684,7.567
3,12-08-2011,88.88,3.638,7.567
3,19-08-2011,88.44,3.554,7.567
3,26-08-2011,87.67,3.523,7.567
3,02-09-2011,89.12,3.533,7.567
3,09-09-2011,81.72,3.546,7.567
3,16-09-2011,83.63,3.526,7.567
3,23-09-2011,80.19,3.467,7.567
3,30-09-2011,82.58,3.355,7.567
3,07-10-2011,75.54,3.285,7.197
3,14-10-2011,73.75,3.274,7.197
3,21-10-2011,69.03,3.353,7.197
3,28-10-2011,71.04,3.372,7.197
3,04-11-2011,59.31,3.332,7.197
3,11-11-2011,61.7,3.297,7.197
3,18-11-2011,63.91,3.308,7.197
3,25-11-2011,68,3.236,7.197
3,02-12-2011,54.97,3.172,7.197
3,09-12-2011,49.26,3.158,7.197
3,16-12-2011,57.95,3.159,7.197
3,23-12-2011,53.41,3.112,7.197
3,30-12-2011,48.29,3.129,7.197
3,06-01-2012,52.42,3.157,6.833
3,13-01-2012,51.86,3.261,6.833
3,20-01-2012,56.2,3.268,6.833
3,27-01-2012,58.06,3.29,6.833
3,03-02-2012,59.33,3.36,6.833
3,10-02-2012,51.65,3.409,6.833
3,17-02-2012,52.39,3.51,6.833
3,24-02-2012,60.12,3.555,6.833
3,02-03-2012,61.65,3.63,6.833
3,09-03-2012,60.71,3.669,6.833
3,16-03-2012,64,3.734,6.833
3,23-03-2012,66.53,3.787,6.833
3,30-03-2012,69.36,3.845,6.833
3,06-04-2012,73.01,3.891,6.664
3,13-04-2012,72.83,3.891,6.664
3,20-04-2012,72.05,3.877,6.664
3,27-04-2012,73.39,3.814,6.664
3,04-05-2012,79.51,3.749,6.664
3,11-05-2012,75.19,3.688,6.664
3,18-05-2012,72.38,3.63,6.664
3,25-05-2012,78.58,3.561,6.664
3,01-06-2012,81.55,3.501,6.664
3,08-06-2012,81.65,3.452,6.664
3,15-06-2012,84.66,3.393,6.664
3,22-06-2012,82.7,3.346,6.664
3,29-06-2012,86.42,3.286,6.664
3,06-07-2012,83.14,3.227,6.334
3,13-07-2012,82.28,3.256,6.334
3,20-07-2012,81.38,3.311,6.334
3,27-07-2012,84.94,3.407,6.334
3,03-08-2012,86.55,3.417,6.334
3,10-08-2012,85.85,3.494,6.334
3,17-08-2012,87.36,3.571,6.334
3,24-08-2012,83.01,3.62,6.334
3,31-08-2012,85.18,3.638,6.334
3,07-09-2012,84.99,3.73,6.334
3,14-09-2012,78.36,3.717,6.334
3,21-09-2012,72.78,3.721,6.334
3,28-09-2012,77.46,3.666,6.334
3,05-10-2012,72.74,3.617,6.034
3,12-10-2012,70.31,3.601,6.034
3,19-10-2012,73.44,3.594,6.034
3,26-10-2012,74.66,3.506,6.034
4,05-02-2010,43.76,2.598,8.623
4,12-02-2010,28.84,2.573,8.623
4,19-02-2010,36.45,2.54,8.623
4,26-02-2010,41.36,2.59,8.623
4,05-03-2010,43.49,2.654,8.623
4,12-03-2010,49.63,2.704,8.623
4,19-03-2010,55.19,2.743,8.623
4,26-03-2010,39.91,2.752,8.623
4,02-04-2010,48.77,2.74,7.896
4,09-04-2010,54.16,2.773,7.896
4,16-04-2010,56.23,2.81,7.896
4,23-04-2010,56.87,2.805,7.896
4,30-04-2010,53.04,2.787,7.896
4,07-05-2010,56.77,2.836,7.896
4,14-05-2010,62.35,2.845,7.896
4,21-05-2010,67.4,2.82,7.896
4,28-05-2010,67.73,2.756,7.896
4,04-06-2010,70.83,2.701,7.896
4,11-06-2010,78.45,2.668,7.896
4,18-06-2010,81.53,2.635,7.896
4,25-06-2010,81.1,2.654,7.896
4,02-07-2010,73.66,2.668,7.372
4,09-07-2010,80.35,2.637,7.372
4,16-07-2010,78.53,2.621,7.372
4,23-07-2010,79.78,2.612,7.372
4,30-07-2010,80.7,2.65,7.372
4,06-08-2010,76.53,2.64,7.372
4,13-08-2010,78.08,2.698,7.372
4,20-08-2010,78.83,2.671,7.372
4,27-08-2010,74.44,2.621,7.372
4,03-09-2010,76.8,2.584,7.372
4,10-09-2010,73.54,2.574,7.372
4,17-09-2010,64.91,2.594,7.372
4,24-09-2010,60.96,2.642,7.372
4,01-10-2010,63.96,2.619,7.127
4,08-10-2010,67.73,2.645,7.127
4,15-10-2010,62.03,2.732,7.127
4,22-10-2010,64.17,2.736,7.127
4,29-10-2010,56.94,2.718,7.127
4,05-11-2010,51.6,2.699,7.127
4,12-11-2010,52.65,2.741,7.127
4,19-11-2010,48.05,2.78,7.127
4,26-11-2010,48.08,2.752,7.127
4,03-12-2010,46.4,2.727,7.127
4,10-12-2010,42.4,2.86,7.127
4,17-12-2010,46.57,2.884,7.127
4,24-12-2010,43.21,2.887,7.127
4,31-12-2010,38.09,2.955,7.127
4,07-01-2011,39.34,2.98,6.51
4,14-01-2011,31.6,2.992,6.51
4,21-01-2011,38.34,3.017,6.51
4,28-01-2011,40.6,3.022,6.51
4,04-02-2011,34.61,2.996,6.51
4,11-02-2011,33.29,3.033,6.51
4,18-02-2011,48.17,3.058,6.51
4,25-02-2011,49,3.087,6.51
4,04-03-2011,46.56,3.305,6.51
4,11-03-2011,50.93,3.461,6.51
4,18-03-2011,51.86,3.495,6.51
4,25-03-2011,59.1,3.48,6.51
4,01-04-2011,56.99,3.521,5.946
4,08-04-2011,62.61,3.605,5.946
4,15-04-2011,62.34,3.724,5.946
4,22-04-2011,68.8,3.781,5.946
4,29-04-2011,64.22,3.781,5.946
4,06-05-2011,63.41,3.866,5.946
4,13-05-2011,70.65,3.872,5.946
4,20-05-2011,70.49,3.881,5.946
4,27-05-2011,73.65,3.771,5.946
4,03-06-2011,78.26,3.683,5.946
4,10-06-2011,80.05,3.64,5.946
4,17-06-2011,83.51,3.618,5.946
4,24-06-2011,81.85,3.57,5.946
4,01-07-2011,84.54,3.504,5.644
4,08-07-2011,84.59,3.469,5.644
4,15-07-2011,83.27,3.563,5.644
4,22-07-2011,82.84,3.627,5.644
4,29-07-2011,84.36,3.659,5.644
4,05-08-2011,86.09,3.662,5.644
4,12-08-2011,82.98,3.617,5.644
4,19-08-2011,82.77,3.55,5.644
4,26-08-2011,81.47,3.523,5.644
4,02-09-2011,77.99,3.533,5.644
4,09-09-2011,73.34,3.554,5.644
4,16-09-2011,72.76,3.532,5.644
4,23-09-2011,69.23,3.473,5.644
4,30-09-2011,72.15,3.371,5.644
4,07-10-2011,65.79,3.299,5.143
4,14-10-2011,63.75,3.283,5.143
4,21-10-2011,64.79,3.361,5.143
4,28-10-2011,55.31,3.362,5.143
4,04-11-2011,49.86,3.322,5.143
4,11-11-2011,47.12,3.286,5.143
4,18-11-2011,50.44,3.294,5.143
4,25-11-2011,47.96,3.225,5.143
4,02-12-2011,38.71,3.176,5.143
4,09-12-2011,31.64,3.153,5.143
4,16-12-2011,36.44,3.149,5.143
4,23-12-2011,35.92,3.103,5.143
4,30-12-2011,36.89,3.119,5.143
4,06-01-2012,38.64,3.158,4.607
4,13-01-2012,34.41,3.263,4.607
4,20-01-2012,42.09,3.273,4.607
4,27-01-2012,40.31,3.29,4.607
4,03-02-2012,41.81,3.354,4.607
4,10-02-2012,33,3.411,4.607
4,17-02-2012,34.19,3.493,4.607
4,24-02-2012,41.31,3.541,4.607
4,02-03-2012,50.38,3.619,4.607
4,09-03-2012,53.63,3.667,4.607
4,16-03-2012,59.81,3.707,4.607
4,23-03-2012,59.07,3.759,4.607
4,30-03-2012,72.63,3.82,4.607
4,06-04-2012,67.69,3.864,4.308
4,13-04-2012,68.69,3.881,4.308
4,20-04-2012,68.6,3.864,4.308
4,27-04-2012,76.47,3.81,4.308
4,04-05-2012,80.14,3.747,4.308
4,11-05-2012,67.64,3.685,4.308
4,18-05-2012,68.43,3.62,4.308
4,25-05-2012,77.47,3.551,4.308
4,01-06-2012,77.41,3.483,4.308
4,08-06-2012,78.11,3.433,4.308
4,15-06-2012,80.94,3.372,4.308
4,22-06-2012,81.63,3.329,4.308
4,29-06-2012,84.23,3.257,4.308
4,06-07-2012,80.37,3.187,4.077
4,13-07-2012,76.86,3.224,4.077
4,20-07-2012,79.14,3.263,4.077
4,27-07-2012,81.06,3.356,4.077
4,03-08-2012,83.86,3.374,4.077
4,10-08-2012,83.21,3.476,4.077
4,17-08-2012,81.41,3.552,4.077
4,24-08-2012,75.76,3.61,4.077
4,31-08-2012,76.47,3.646,4.077
4,07-09-2012,82.09,3.709,4.077
4,14-09-2012,68.2,3.706,4.077
4,21-09-2012,68.97,3.721,4.077
4,28-09-2012,71.74,3.666,4.077
4,05-10-2012,63.07,3.62,3.879
4,12-10-2012,57.11,3.603,3.879
4,19-10-2012,64.46,3.61,3.879
4,26-10-2012,63.64,3.514,3.879
5,05-02-2010,39.7,2.572,6.566
5,12-02-2010,39.81,2.548,6.566
5,19-02-2010,41.14,2.514,6.566
5,26-02-2010,46.7,2.561,6.566
5,05-03-2010,48.89,2.625,6.566
5,12-03-2010,58.5,2.667,6.566
5,19-03-2010,55.46,2.72,6.566
5,26-03-2010,52.47,2.732,6.566
5,02-04-2010,63.18,2.719,6.465
5,09-04-2010,65.19,2.77,6.465
5,16-04-2010,65.3,2.808,6.465
5,23-04-2010,65.13,2.795,6.465
5,30-04-2010,67.53,2.78,6.465
5,07-05-2010,71.53,2.835,6.465
5,14-05-2010,74.79,2.854,6.465
5,21-05-2010,75.2,2.826,6.465
5,28-05-2010,79.81,2.759,6.465
5,04-06-2010,79.54,2.705,6.465
5,11-06-2010,80.7,2.668,6.465
5,18-06-2010,83.91,2.637,6.465
5,25-06-2010,83.72,2.653,6.465
5,02-07-2010,81.25,2.669,6.496
5,09-07-2010,81.14,2.642,6.496
5,16-07-2010,83.98,2.623,6.496
5,23-07-2010,83.66,2.608,6.496
5,30-07-2010,82.46,2.64,6.496
5,06-08-2010,86.1,2.627,6.496
5,13-08-2010,87.41,2.692,6.496
5,20-08-2010,87.71,2.664,6.496
5,27-08-2010,87.05,2.619,6.496
5,03-09-2010,84.06,2.577,6.496
5,10-09-2010,79.86,2.565,6.496
5,17-09-2010,82.28,2.582,6.496
5,24-09-2010,78.53,2.624,6.496
5,01-10-2010,71.1,2.603,6.768
5,08-10-2010,64.99,2.633,6.768
5,15-10-2010,68.11,2.72,6.768
5,22-10-2010,70.96,2.725,6.768
5,29-10-2010,70.58,2.716,6.768
5,05-11-2010,58.88,2.689,6.768
5,12-11-2010,62.37,2.728,6.768
5,19-11-2010,52.52,2.771,6.768
5,26-11-2010,66.15,2.735,6.768
5,03-12-2010,51.31,2.708,6.768
5,10-12-2010,48.27,2.843,6.768
5,17-12-2010,51.61,2.869,6.768
5,24-12-2010,55.01,2.886,6.768
5,31-12-2010,49.79,2.943,6.768
5,07-01-2011,48.3,2.976,6.634
5,14-01-2011,37.74,2.983,6.634
5,21-01-2011,45.41,3.016,6.634
5,28-01-2011,44.5,3.01,6.634
5,04-02-2011,41.67,2.989,6.634
5,11-02-2011,38.25,3.022,6.634
5,18-02-2011,58.83,3.045,6.634
5,25-02-2011,63.35,3.065,6.634
5,04-03-2011,60.35,3.288,6.634
5,11-03-2011,55.74,3.459,6.634
5,18-03-2011,64.31,3.488,6.634
5,25-03-2011,70.71,3.473,6.634
5,01-04-2011,61.5,3.524,6.489
5,08-04-2011,69.64,3.622,6.489
5,15-04-2011,72.02,3.743,6.489
5,22-04-2011,74.34,3.807,6.489
5,29-04-2011,74.75,3.81,6.489
5,06-05-2011,66.27,3.906,6.489
5,13-05-2011,77.38,3.899,6.489
5,20-05-2011,71.37,3.907,6.489
5,27-05-2011,80.14,3.786,6.489
5,03-06-2011,83.81,3.699,6.489
5,10-06-2011,83.61,3.648,6.489
5,17-06-2011,86.84,3.637,6.489
5,24-06-2011,84.76,3.594,6.489
5,01-07-2011,85.81,3.524,6.529
5,08-07-2011,86.64,3.48,6.529
5,15-07-2011,88.64,3.575,6.529
5,22-07-2011,86.97,3.651,6.529
5,29-07-2011,89.42,3.682,6.529
5,05-08-2011,91.07,3.684,6.529
5,12-08-2011,90.16,3.638,6.529
5,19-08-2011,89.35,3.554,6.529
5,26-08-2011,89.18,3.523,6.529
5,02-09-2011,90.38,3.533,6.529
5,09-09-2011,79.04,3.546,6.529
5,16-09-2011,83.55,3.526,6.529
5,23-09-2011,78.01,3.467,6.529
5,30-09-2011,81.16,3.355,6.529
5,07-10-2011,71.64,3.285,6.3
5,14-10-2011,72.36,3.274,6.3
5,21-10-2011,66.9,3.353,6.3
5,28-10-2011,69.27,3.372,6.3
5,04-11-2011,56.71,3.332,6.3
5,11-11-2011,60.71,3.297,6.3
5,18-11-2011,64.33,3.308,6.3
5,25-11-2011,61.93,3.236,6.3
